NUM_MOY_PAIM;COD_PAY_ENTR;COD_STE_ENTR;COD_GARE_ENTR;LIB_GARE_ENT;COD_PAY_SOR;COD_STE_SOR;COD_GARE_SOR;LIB_GAR_SOR;HRD_SOR;DAT_SOR;HRD_ENTR;DAT_ENTR
25006982895200001;250;04;220;LANCON;250;04;205;VALENCE-S;27/03/2015 18:06:05;20150327180605;27/03/2015 16:41:00;20150327164100
25004903965600001;250;04;220;LANCON;250;04;205;VALENCE-S;04/04/2015 13:15:45;20150404131545;04/04/2015 11:24:12;20150404112412
25006981720810003;250;04;220;LANCON;250;04;205;VALENCE-S;11/04/2015 13:33:12;20150411133312;11/04/2015 12:16:36;20150411121636
25006981720810003;250;04;220;LANCON;250;04;205;VALENCE-S;30/05/2015 06:05:43;20150530060543;30/05/2015 04:49:28;20150530044928
25004903965600001;250;04;211;AVIGNON-N;250;04;205;VALENCE-S;22/01/2015 10:08:26;20150122100826;22/01/2015 08:49:28;20150122084928
25004903965600001;250;04;211;AVIGNON-N;250;04;205;VALENCE-S;10/06/2015 09:39:39;20150610093939;10/06/2015 08:43:00;20150610084300
25006981720810003;250;04;208;MONTELIMAR-S;250;04;205;VALENCE-S;20/09/2014 13:11:43;20140920131143;20/09/2014 12:47:36;20140920124736
25006980324810003;250;04;220;LANCON;250;04;201;VIENNE;19/04/2014 10:02:25;20140419100225;19/04/2014 08:04:32;20140419080432
25006980530210003;250;04;220;LANCON;250;04;201;VIENNE;01/05/2014 10:11:26;20140501101126;01/05/2014 08:14:06;20140501081406
25006980324810003;250;04;220;LANCON;250;04;201;VIENNE;30/07/2014 20:37:22;20140730203722;30/07/2014 18:43:12;20140730184312
25006980530210003;250;04;220;LANCON;250;04;201;VIENNE;04/08/2014 12:01:34;20140804120134;04/08/2014 10:03:12;20140804100312
25006981720810003;250;04;220;LANCON;250;04;201;VIENNE;23/09/2014 14:38:20;20140923143820;23/09/2014 12:51:42;20140923125142
25006980324810003;250;04;220;LANCON;250;04;201;VIENNE;25/10/2014 09:00:09;20141025090009;25/10/2014 06:46:28;20141025064628
25006980530210003;250;04;220;LANCON;250;04;201;VIENNE;09/11/2014 08:59:07;20141109085907;09/11/2014 07:08:00;20141109070800
25006981720810003;250;04;220;LANCON;250;04;201;VIENNE;18/12/2014 08:30:53;20141218083053;18/12/2014 06:44:40;20141218064440
25006980530210003;250;04;220;LANCON;250;04;201;VIENNE;20/01/2015 08:44:01;20150120084401;20/01/2015 06:49:18;20150120064918
25006982895200001;250;04;220;LANCON;250;04;201;VIENNE;13/02/2015 16:33:11;20150213163311;13/02/2015 14:39:28;20150213143928
25006982895200001;250;04;220;LANCON;250;04;201;VIENNE;24/04/2015 19:39:05;20150424193905;24/04/2015 17:37:52;20150424173752
25006982895200001;250;04;220;LANCON;250;04;201;VIENNE;29/04/2015 18:42:56;20150429184256;29/04/2015 16:50:30;20150429165030
25004903965600001;250;04;220;LANCON;250;04;201;VIENNE;03/05/2015 11:14:10;20150503111410;03/05/2015 09:29:18;20150503092918
25006980324810003;250;04;220;LANCON;250;04;201;VIENNE;07/05/2015 21:23:19;20150507212319;07/05/2015 19:42:04;20150507194204
25006980324810003;250;04;220;LANCON;250;04;201;VIENNE;13/05/2015 12:29:10;20150513122910;13/05/2015 10:40:20;20150513104020
25006980530210003;250;04;220;LANCON;250;04;201;VIENNE;13/05/2015 08:33:09;20150513083309;13/05/2015 06:39:08;20150513063908
25006980530210003;250;04;211;AVIGNON-N;250;04;201;VIENNE;22/05/2014 08:22:03;20140522082203;22/05/2014 06:36:26;20140522063626
25006982729610002;250;04;211;AVIGNON-N;250;04;201;VIENNE;11/07/2014 11:01:37;20140711110137;11/07/2014 09:12:40;20140711091240
25006980530210003;250;04;211;AVIGNON-N;250;04;201;VIENNE;30/10/2014 08:51:48;20141030085148;30/10/2014 07:02:58;20141030070258
25006982729610002;250;04;211;AVIGNON-N;250;04;201;VIENNE;17/07/2015 09:22:53;20150717092253;17/07/2015 07:37:18;20150717073718
25006982804710002;250;04;211;AVIGNON-N;250;04;201;VIENNE;11/07/2015 07:01:44;20150711070144;11/07/2015 05:36:58;20150711053658
25006980530210003;250;04;212;AVIGNON-S;250;04;201;VIENNE;19/03/2015 11:02:54;20150319110254;19/03/2015 09:23:08;20150319092308
25006981720810003;250;04;214;SENAS;250;04;204;VALENCE-N;31/07/2014 11:31:22;20140731113122;31/07/2014 10:15:10;20140731101510
25006980530210003;250;04;170;LES MARTRES ARTIERE;250;04;179;VEAUCHETTE;14/06/2014 14:20:19;20140614142019;14/06/2014 13:23:52;20140614132352
25004903965600001;250;04;496;TOULOUSE OUEST;250;04;476;MURET;28/07/2014 10:23:59;20140728102359;;
25006980017610002;250;04;496;TOULOUSE OUEST;250;04;476;MURET;17/07/2014 15:19:08;20140717151908;;
25006982895200001;250;04;101;ARVEYRES;250;04;106;MUSSIDAN BARRIERE;22/05/2015 11:14:06;20150522111406;22/05/2015 10:42:16;20150522104216
25006982895200001;250;04;101;ARVEYRES;250;04;106;MUSSIDAN BARRIERE;13/07/2015 19:47:00;20150713194700;13/07/2015 19:15:20;20150713191520
25006982895200001;250;04;113;PERIGUEUX EST;250;04;112;THENON;22/05/2015 11:45:53;20150522114553;;
25006982895200001;250;04;113;PERIGUEUX EST;250;04;112;THENON;13/07/2015 20:20:10;20150713202010;;
25004903965600001;250;04;986;BAYONNE-ST GEOURS M.;250;04;906;CAPBRETON;28/07/2014 16:06:49;20140728160649;;
25004903965600001;250;04;986;BAYONNE-ST GEOURS M.;250;04;906;CAPBRETON;29/07/2014 15:49:59;20140729154959;;
25004903965600001;250;04;986;BAYONNE-ST GEOURS M.;250;04;906;CAPBRETON;30/07/2014 17:07:20;20140730170720;;
25004903965600001;250;04;985;BAYONNE NORD;250;04;905;BAYONNE SUD;30/07/2014 10:34:56;20140730103456;;
25004903965600001;250;04;983;BAYONNE-S JEAN LUZ N;250;04;903;BIARRITZ;28/07/2014 12:55:52;20140728125552;;
25004903965600001;250;04;472;TOULOUSE EST;250;04;492;A68/A680;27/07/2014 16:13:37;20140727161337;;
25004903965600001;250;04;262;ARLES;250;04;226;MONTPELLIER 1;27/01/2014 09:30:23;20140127093023;27/01/2014 09:10:28;20140127091028
25006982729610002;250;04;262;ARLES;250;04;226;MONTPELLIER 1;28/01/2014 11:56:03;20140128115603;28/01/2014 11:35:34;20140128113534
25006980324810003;250;04;262;ARLES;250;04;226;MONTPELLIER 1;20/06/2014 20:19:48;20140620201948;20/06/2014 20:00:46;20140620200046
25006980530210003;250;04;262;ARLES;250;04;226;MONTPELLIER 1;13/06/2014 16:23:22;20140613162322;13/06/2014 15:58:44;20140613155844
25004903965600001;250;04;262;ARLES;250;04;226;MONTPELLIER 1;27/07/2014 13:12:16;20140727131216;27/07/2014 12:51:20;20140727125120
25006980017610002;250;04;262;ARLES;250;04;226;MONTPELLIER 1;17/07/2014 11:48:51;20140717114851;17/07/2014 11:28:00;20140717112800
25006980530210003;250;04;262;ARLES;250;04;226;MONTPELLIER 1;13/09/2014 10:52:45;20140913105245;13/09/2014 10:31:28;20140913103128
25006982895200001;250;04;262;ARLES;250;04;226;MONTPELLIER 1;23/01/2015 12:44:44;20150123124444;23/01/2015 12:24:42;20150123122442
25004903965600001;250;04;262;ARLES;250;04;226;MONTPELLIER 1;06/02/2015 16:17:10;20150206161710;06/02/2015 15:55:20;20150206155520
25006982895200001;250;04;262;ARLES;250;04;226;MONTPELLIER 1;27/02/2015 18:06:57;20150227180657;27/02/2015 17:45:30;20150227174530
25006980017610002;250;04;262;ARLES;250;04;226;MONTPELLIER 1;18/03/2015 18:12:22;20150318181222;18/03/2015 17:47:40;20150318174740
25006981720810003;250;04;262;ARLES;250;04;226;MONTPELLIER 1;18/03/2015 18:12:21;20150318181221;18/03/2015 17:47:44;20150318174744
25006982895200001;250;04;262;ARLES;250;04;226;MONTPELLIER 1;03/04/2015 21:55:35;20150403215535;03/04/2015 21:21:08;20150403212108
25006982895200001;250;04;262;ARLES;250;04;226;MONTPELLIER 1;07/05/2015 15:11:55;20150507151155;07/05/2015 14:51:28;20150507145128
25006982895200001;250;04;262;ARLES;250;04;226;MONTPELLIER 1;13/05/2015 13:57:17;20150513135717;13/05/2015 13:36:58;20150513133658
25006981720810003;250;04;262;ARLES;250;04;226;MONTPELLIER 1;10/07/2015 09:58:50;20150710095850;10/07/2015 09:36:38;20150710093638
25006982895200001;250;04;262;ARLES;250;04;226;MONTPELLIER 1;09/07/2015 19:32:50;20150709193250;09/07/2015 19:12:56;20150709191256
25004903965600001;250;04;210;ORANGE;250;04;226;MONTPELLIER 1;10/03/2014 23:07:00;20140310230700;10/03/2014 22:32:40;20140310223240
25004903965600001;250;04;210;ORANGE;250;04;226;MONTPELLIER 1;17/11/2014 19:04:56;20141117190456;17/11/2014 18:29:22;20141117182922
25004903965600001;250;04;210;ORANGE;250;04;226;MONTPELLIER 1;30/06/2015 08:04:36;20150630080436;30/06/2015 07:23:46;20150630072346
25006982729610002;250;04;222;REMOULINS;250;04;226;MONTPELLIER 1;17/01/2015 15:29:53;20150117152953;17/01/2015 15:02:28;20150117150228
25006982895200001;250;04;541;VIRSAC;250;04;544;CABARIOT;05/04/2015 09:54:04;20150405095404;05/04/2015 09:03:30;20150405090330
25004903965600001;250;04;407;GIGNAC;250;04;401;MONTAUBAN NORD;07/02/2015 15:36:47;20150207153647;07/02/2015 14:40:26;20150207144026
25006982895200001;250;04;407;GIGNAC;250;04;401;MONTAUBAN NORD;25/05/2015 18:58:01;20150525185801;25/05/2015 18:04:04;20150525180404
25006982895200001;250;04;541;VIRSAC;250;04;537;SAINTES;13/05/2015 19:13:34;20150513191334;13/05/2015 18:31:22;20150513183122
25006981720810003;250;04;220;LANCON;250;04;218;ORANGE-S;09/07/2014 13:52:57;20140709135257;09/07/2014 12:35:10;20140709123510
25006982729610002;250;04;220;LANCON;250;04;213;CAVAILLON;01/05/2014 12:34:21;20140501123421;01/05/2014 12:19:38;20140501121938
25006980530210003;250;04;220;LANCON;250;04;213;CAVAILLON;13/12/2014 12:56:59;20141213125659;13/12/2014 12:43:46;20141213124346
25006980530210003;250;04;220;LANCON;250;04;213;CAVAILLON;19/03/2015 08:49:24;20150319084924;19/03/2015 08:35:26;20150319083526
25006982895200001;250;04;220;LANCON;250;04;213;CAVAILLON;12/04/2015 12:06:09;20150412120609;12/04/2015 11:50:54;20150412115054
25006980530210003;250;04;220;LANCON;250;04;213;CAVAILLON;11/05/2015 08:53:17;20150511085317;11/05/2015 08:38:12;20150511083812
25006981720810003;250;04;331;MONTPELLIER 2;250;04;342;PERPIGNAN-NORD;10/07/2015 11:24:18;20150710112418;10/07/2015 10:19:04;20150710101904
25006981720810003;250;04;345;LE PERTHUS;250;04;343;PERPIGNAN-SUD;13/07/2015 13:01:48;20150713130148;13/07/2015 12:52:48;20150713125248
25004903965600001;250;04;210;ORANGE;250;04;225;GALLARGUES (F);23/01/2015 11:16:40;20150123111640;23/01/2015 10:38:36;20150123103836
25006982895200001;250;04;987;ST GEOURS DE MAREMNE;250;04;907;BENESSE;14/05/2015 11:58:31;20150514115831;;
25004903965600001;250;04;984;BAYONNE;250;04;904;LA NEGRESSE;29/07/2014 10:07:58;20140729100758;;
25006982895200001;250;04;984;BAYONNE;250;04;904;LA NEGRESSE;14/05/2015 12:12:25;20150514121225;;
25004903965600001;250;04;355;TOULOUSE-SUD/EST;250;04;331;MONTPELLIER 2;14/03/2014 16:32:25;20140314163225;14/03/2014 14:27:56;20140314142756
25004903965600001;250;04;355;TOULOUSE-SUD/EST;250;04;331;MONTPELLIER 2;19/11/2014 18:18:36;20141119181836;19/11/2014 16:16:14;20141119161614
25006982895200001;250;04;355;TOULOUSE-SUD/EST;250;04;331;MONTPELLIER 2;26/01/2015 09:32:05;20150126093205;26/01/2015 07:28:50;20150126072850
25004903965600001;250;04;355;TOULOUSE-SUD/EST;250;04;331;MONTPELLIER 2;07/02/2015 18:24:56;20150207182456;07/02/2015 16:16:22;20150207161622
25006982895200001;250;04;355;TOULOUSE-SUD/EST;250;04;331;MONTPELLIER 2;02/03/2015 11:13:58;20150302111358;02/03/2015 09:29:08;20150302092908
25006982895200001;250;04;355;TOULOUSE-SUD/EST;250;04;331;MONTPELLIER 2;07/04/2015 09:04:05;20150407090405;07/04/2015 07:17:30;20150407071730
25006982895200001;250;04;355;TOULOUSE-SUD/EST;250;04;331;MONTPELLIER 2;11/05/2015 08:49:21;20150511084921;11/05/2015 07:09:34;20150511070934
25006982895200001;250;04;355;TOULOUSE-SUD/EST;250;04;331;MONTPELLIER 2;25/05/2015 21:21:56;20150525212156;25/05/2015 19:40:26;20150525194026
25006980017610002;250;04;354;TOULOUSE-SUD/OUEST;250;04;331;MONTPELLIER 2;21/07/2014 14:56:52;20140721145652;21/07/2014 11:24:52;20140721112452
25006980530210003;250;04;354;TOULOUSE-SUD/OUEST;250;04;331;MONTPELLIER 2;14/09/2014 12:46:21;20140914124621;14/09/2014 10:50:52;20140914105052
25004903965600001;250;04;351;VILLEFRANCHE;250;04;331;MONTPELLIER 2;30/06/2015 19:10:18;20150630191018;30/06/2015 17:35:12;20150630173512
25004903965600001;250;04;347;CARCASSONNE-E;250;04;331;MONTPELLIER 2;01/08/2014 09:56:42;20140801095642;01/08/2014 08:53:26;20140801085326
25006980017610002;250;04;348;CARCASSONNE-O;250;04;331;MONTPELLIER 2;19/03/2015 17:24:49;20150319172449;19/03/2015 16:14:20;20150319161420
25004903965600001;250;04;339;NARBONNE-SUD;250;04;331;MONTPELLIER 2;27/01/2014 14:31:10;20140127143110;27/01/2014 13:50:38;20140127135038
25006981720810003;250;04;339;NARBONNE-SUD;250;04;331;MONTPELLIER 2;19/03/2015 17:17:46;20150319171746;19/03/2015 16:31:14;20150319163114
25006981720810003;250;04;342;PERPIGNAN-NORD;250;04;331;MONTPELLIER 2;13/07/2015 18:41:08;20150713184108;13/07/2015 17:36:36;20150713173636
25006980017610002;250;04;220;LANCON;250;04;210;ORANGE;17/01/2014 10:29:21;20140117102921;17/01/2014 09:54:32;20140117095432
25006980530210003;250;04;220;LANCON;250;04;210;ORANGE;25/03/2014 09:00:35;20140325090035;25/03/2014 08:21:36;20140325082136
25006980017610002;250;04;220;LANCON;250;04;210;ORANGE;15/04/2014 10:13:14;20140415101314;15/04/2014 09:38:00;20140415093800
25006981720810003;250;04;220;LANCON;250;04;210;ORANGE;15/04/2014 10:13:18;20140415101318;15/04/2014 09:38:02;20140415093802
25006980530210003;250;04;220;LANCON;250;04;210;ORANGE;12/09/2014 06:59:23;20140912065923;12/09/2014 06:23:12;20140912062312
25006980530210003;250;04;220;LANCON;250;04;210;ORANGE;08/12/2014 07:00:16;20141208070016;08/12/2014 06:24:38;20141208062438
25004903965600001;250;04;211;AVIGNON-N;250;04;210;ORANGE;04/02/2014 16:27:19;20140204162719;04/02/2014 16:15:30;20140204161530
25004903965600001;250;04;211;AVIGNON-N;250;04;210;ORANGE;10/03/2014 22:31:57;20140310223157;10/03/2014 22:20:32;20140310222032
25004903965600001;250;04;211;AVIGNON-N;250;04;210;ORANGE;17/11/2014 18:28:25;20141117182825;17/11/2014 18:16:42;20141117181642
25004903965600001;250;04;211;AVIGNON-N;250;04;210;ORANGE;23/01/2015 10:37:57;20150123103757;23/01/2015 10:24:48;20150123102448
25004903965600001;250;04;211;AVIGNON-N;250;04;210;ORANGE;30/06/2015 07:22:06;20150630072206;30/06/2015 07:09:38;20150630070938
25006981720810003;250;04;218;ORANGE-S;250;04;210;ORANGE;09/07/2014 13:57:42;20140709135742;09/07/2014 13:53:56;20140709135356
25004903965600001;250;04;226;MONTPELLIER 1;250;04;210;ORANGE;27/01/2014 15:23:59;20140127152359;27/01/2014 14:49:02;20140127144902
25004903965600001;250;04;226;MONTPELLIER 1;250;04;210;ORANGE;19/11/2014 19:14:34;20141119191434;19/11/2014 18:38:56;20141119183856
25004903965600001;250;04;226;MONTPELLIER 1;250;04;210;ORANGE;30/06/2015 20:08:02;20150630200802;30/06/2015 19:31:34;20150630193134
25004903965600001;250;04;090;TLPC:TARIF LE + CHER;250;04;210;ORANGE;23/01/2015 14:22:59;20150123142259;;
25006981720810003;250;04;220;LANCON;250;04;209;BOLLENE;20/09/2014 12:20:56;20140920122056;20/09/2014 11:33:48;20140920113348
25004903965600001;250;04;220;LANCON;250;04;212;AVIGNON-S;12/02/2014 01:16:59;20140212011659;12/02/2014 00:59:10;20140212005910
25004903965600001;250;04;220;LANCON;250;04;212;AVIGNON-S;31/03/2014 09:10:31;20140331091031;31/03/2014 08:49:14;20140331084914
25006980530210003;250;04;220;LANCON;250;04;212;AVIGNON-S;15/03/2014 11:14:13;20140315111413;15/03/2014 10:53:20;20140315105320
25006980530210003;250;04;220;LANCON;250;04;212;AVIGNON-S;22/03/2014 08:11:17;20140322081117;22/03/2014 07:53:00;20140322075300
25006982729610002;250;04;220;LANCON;250;04;212;AVIGNON-S;26/04/2014 12:12:06;20140426121206;26/04/2014 11:51:38;20140426115138
25006980530210003;250;04;220;LANCON;250;04;212;AVIGNON-S;06/09/2014 10:00:43;20140906100043;06/09/2014 09:40:28;20140906094028
25006982729610002;250;04;220;LANCON;250;04;212;AVIGNON-S;17/01/2015 11:08:14;20150117110814;17/01/2015 10:46:32;20150117104632
25004903965600001;250;04;220;LANCON;250;04;212;AVIGNON-S;20/03/2015 08:08:39;20150320080839;20/03/2015 07:48:34;20150320074834
25006980530210003;250;04;220;LANCON;250;04;212;AVIGNON-S;21/03/2015 08:56:35;20150321085635;21/03/2015 08:37:16;20150321083716
25006982729610002;250;04;220;LANCON;250;04;212;AVIGNON-S;26/04/2015 11:21:58;20150426112158;26/04/2015 11:00:32;20150426110032
25006980530210003;250;04;211;AVIGNON-N;250;04;212;AVIGNON-S;30/10/2014 15:53:20;20141030155320;30/10/2014 15:47:12;20141030154712
25004903965600001;250;04;339;NARBONNE-SUD;250;04;340;SIGEAN;11/03/2014 08:37:59;20140311083759;11/03/2014 08:28:32;20140311082832
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;02/01/2014 09:45:42;20140102094542;02/01/2014 09:21:38;20140102092138
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;06/01/2014 09:22:48;20140106092248;06/01/2014 08:57:20;20140106085720
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;10/01/2014 09:07:15;20140110090715;10/01/2014 08:42:50;20140110084250
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;13/01/2014 08:28:26;20140113082826;13/01/2014 08:04:40;20140113080440
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;17/01/2014 08:04:31;20140117080431;17/01/2014 07:41:34;20140117074134
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;22/01/2014 08:28:48;20140122082848;22/01/2014 08:04:34;20140122080434
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;29/01/2014 14:54:43;20140129145443;29/01/2014 14:29:34;20140129142934
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;12/01/2014 11:18:40;20140112111840;12/01/2014 10:51:38;20140112105138
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;13/01/2014 08:36:51;20140113083651;13/01/2014 08:09:44;20140113080944
25006982729610002;250;04;220;LANCON;250;04;211;AVIGNON-N;03/01/2014 11:13:35;20140103111335;03/01/2014 10:48:20;20140103104820
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;03/02/2014 08:13:31;20140203081331;03/02/2014 07:49:38;20140203074938
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;07/02/2014 09:33:34;20140207093334;07/02/2014 09:06:46;20140207090646
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;11/02/2014 09:01:51;20140211090151;11/02/2014 08:36:44;20140211083644
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;17/02/2014 07:56:30;20140217075630;17/02/2014 07:31:56;20140217073156
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;21/02/2014 08:54:39;20140221085439;21/02/2014 08:30:08;20140221083008
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;24/02/2014 08:00:42;20140224080042;24/02/2014 07:36:00;20140224073600
25006980017610002;250;04;220;LANCON;250;04;211;AVIGNON-N;17/02/2014 09:36:54;20140217093654;17/02/2014 09:12:08;20140217091208
25006980324810003;250;04;220;LANCON;250;04;211;AVIGNON-N;11/02/2014 09:51:07;20140211095107;11/02/2014 09:25:14;20140211092514
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;21/02/2014 09:18:07;20140221091807;21/02/2014 08:50:34;20140221085034
25006982729610002;250;04;220;LANCON;250;04;211;AVIGNON-N;17/02/2014 10:29:12;20140217102912;17/02/2014 10:03:42;20140217100342
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;03/03/2014 09:08:05;20140303090805;03/03/2014 08:43:10;20140303084310
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;06/03/2014 09:12:12;20140306091212;06/03/2014 08:48:22;20140306084822
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;10/03/2014 09:06:37;20140310090637;10/03/2014 08:42:14;20140310084214
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;17/03/2014 08:59:58;20140317085958;17/03/2014 08:35:22;20140317083522
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;19/03/2014 09:18:51;20140319091851;19/03/2014 08:53:34;20140319085334
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;24/03/2014 08:32:41;20140324083241;24/03/2014 08:07:08;20140324080708
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;28/03/2014 09:19:11;20140328091911;28/03/2014 08:54:04;20140328085404
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;04/04/2014 09:16:44;20140404091644;04/04/2014 08:52:42;20140404085242
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;07/04/2014 08:27:10;20140407082710;07/04/2014 08:01:58;20140407080158
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;14/04/2014 08:17:53;20140414081753;14/04/2014 07:52:50;20140414075250
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;18/04/2014 08:44:26;20140418084426;18/04/2014 08:19:54;20140418081954
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;22/04/2014 08:27:42;20140422082742;22/04/2014 08:03:04;20140422080304
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;29/04/2014 09:10:18;20140429091018;29/04/2014 08:44:50;20140429084450
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;07/04/2014 08:42:00;20140407084200;07/04/2014 08:15:36;20140407081536
25006982729610002;250;04;220;LANCON;250;04;211;AVIGNON-N;02/04/2014 09:25:11;20140402092511;02/04/2014 08:59:22;20140402085922
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;06/05/2014 08:38:19;20140506083819;06/05/2014 08:14:06;20140506081406
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;12/05/2014 09:02:34;20140512090234;12/05/2014 08:36:40;20140512083640
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;14/05/2014 08:38:05;20140514083805;14/05/2014 08:12:34;20140514081234
